,﻿MessageID,ThreadID,ThreadName,MemberID,MemberName,Message,P_Year,P_Month,P_Day,P_Date,ThreadFirstMessageID
18564,40363,1893,Latest News About The Mujahideen In Somalia,1056,Mahaz,"Quote: Originally Posted by wa1slama Top Islamist leader boycotts new Islamic administration announcement in Kismayu town Posted: 9/24/2009 11:16:00 AM Shabelle: SOMALIA KISMAYU (Sh. M. Network) – Sheik Hassan Abdullahi Hersi known as (Turki), a top Islamist leader against the transitional government has Thursday boycotted new Islamic administration announced Wednesday in Kismayu town, 500 kilometers south of the Somali capital Mogadishu. The leader held press conference through the telephone and said that he was greatly against yesterday’s statement from the Islamic administration of Kismayu town for uniting with the other administrations in Jubba regions which manned by Harakat Al-shabab Mujahideen. Sheik Hassan Turki also said in his press conference that there was a promise between his administration and Harakat Al-shabab Mujahideen for sharing the administration of Kismayu town which he pointed out it was halted adding that the port town of Kismayu was jointly captured by Harakat Al-shabab Mujahideen, Raskanboni and Anole. He reiterated that he will never recognize the new administration which announce in Kismayu on Wednesday saying that it seemed to him that the promise of powers who captured the town earlier was totally disproved. “I don’t believe or recognize and I will also not believe the new administration in Kismayu town. We see it that it was built by only one clan so it does not represent all the other clans who agreed together earlier,” Sheik Hassan said. The statement of the Islamist leader Sheik Hassan Abdullahi Hersi known as (Turki) comes as the spokesman of Kismayu town administration Sheik Hassan Ya’qub Ali said Wednesday that they had united with the other Islamic administrations in Jubba regions and led by Harakat Al-shabab Mujahideen. SOURCE Who is Sheik Hassan Abdullahi Hersi?",2009,09,24,2009-09-24 00:00:00.000,3545
18569,40373,13486,Youth Mujahideen Movement: &quot;Here I am at Your Service O' Usama&quot;,343,Asad'Allah,"Assalaamu alaykum, Have any brothers/sisters come across an AVI format? Im trying to get this on DVD...and the DVD burning program I use cant burn MP4. I used ""Ulead DVD MovieFactory"". Or is there a program out there that can burn MP4. Jazak'Allah khair.",2009,09,24,2009-09-24 00:00:00.000,39390
18589,40408,13591,"As-Sahab: 9/11 Suprise ""The West... and the Gloomy Tunnel""",1726,dandapeerofpak,صفحة التحميل والمشاهدة المباشرة http://www.archive.org/details/West.And_the_dark_tunnel الفلم كامل ( غير مجزأ ) جودة عالية http://www.archive.org/download/West..._High_Full.mp4 الفلم بجزئين الجزء الأول جودة عالية http://www.archive.org/download/West...wadt_High1.mp4 جودة متوسطة http://www.archive.org/download/West.../wadt_Med1.wmv جودة منخفضة http://www.archive.org/download/West.../wadt_Low1.wmv جودة جوال http://www.archive.org/download/West.../wadt_3GP1.3gp الجزء الثاني جودة عالية http://www.archive.org/download/West...wadt_High2.mp4 جودة متوسطة http://www.archive.org/download/West...wadt_Med2.rmvb جودة منخفضة http://www.archive.org/download/West...l/wadt_Low2.rm جودة جوال http://www.archive.org/download/West.../wadt_3GP2.3gp ولا تنسوني من صالح دعائكم,2009,09,25,2009-09-25 00:00:00.000,39792
18594,40417,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,801,islam4life,Assalamu Alaikum dandapeerofpak .There is no sound for the second half of the full length high quality video ......Has anyone else had this Problem ?,2009,09,25,2009-09-25 00:00:00.000,39792
18595,40418,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,12,Insurgent,"wa alykumus salam warahmatullahi wabarakatuh, yeah me too encountered this in vlc, and didnt' try any alternative yet.",2009,09,25,2009-09-25 00:00:00.000,39792
18606,40434,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1726,dandapeerofpak,Quote: Originally Posted by islam4life Assalamu Alaikum dandapeerofpak .There is no sound for the second half of the full length high quality video ......Has anyone else had this Problem ? waleukumasalam akhi i think so archive is making some problem i also got same problem i posted the link while i was downloading but first one working fine 2nd making this prob,2009,09,26,2009-09-26 00:00:00.000,39792
18621,40461,813,Images from Islamic Emirate of Caucasus,161,Abu-Ahmad,"As Salam Aleykum Mujahid Arbi (ra), Amir Supyan Abdullaev (ha) and Amir Sayf al-Islam al-Masri (ha)",2009,09,25,2009-09-25 00:00:00.000,1403
18632,40477,13341,Al-Fajr: &quot;Security ... a shared destiny&quot;  By Al Hafidh Abu Talha The German,691,abdulrahman al muhajir,May Allah reward the Muslims and protect them from any harm,2009,09,25,2009-09-25 00:00:00.000,38887
18655,40508,1197,Latest Coalition Fatalities - Iraq/Afghanistan (Minstream Media),54,ANSAR 007,"Iraq Defense News Blackhawk crash kills US service member in IraqThe U.S. military says a Blackhawk helicopter has crashed in an American base in Iraq, killing 1 service member and wounding 12 others.The military says the helicopter went down Saturday night at the Balad Air Base, 50 miles (80 kilometers) north of Baghdad. It says the cause of the crash is unknown and under investigation.The name of the service member killed is being withheld pending notification of next of kin.With Saturday's death, at least 4,345 members of the U.S. military have died in the Iraq war since it began in March 2003, according to an Associated Press count.Balad Air Base is home to about 20,000 U.S. forces. It provides air power, logistics and counterterrorism support, as well as training for Iraqi security forces. Afghanistan Defense News KABUL – Military officials say three American troops have died in Afghanistan, including one killed in combat in the country's east.A statement from the NATO-led force in Afghanistan says two of the Americans died Sunday in a noncombat-related incident in the south.The statement provided no other details and a spokesman said he didn't have additional information. A leading cause of noncombat deaths is traffic accidents, but they can also include other kinds of accidents and suicide or murder.The third American died in fighting on Saturday.This year has been the deadliest for American forces of the eight-year war. August was the deadliest month of the war, when 51 U.S. troops died. More than 60,000 U.S. troops are now in the country. Sky News, September 22 British Soldier Killed In Afghanistan Blast A British soldier has been killed in an explosion while on patrol in southern Afghanistan.The blast hit a dismounted patrol in the Gereshk district of Helmand Province, the MoD said.The family of the serviceman, from 2nd Battalion The Mercian Regiment, has been informed.Sky News defence correspondent Geoff Meade said sadly, the soldier would have been close to the end of a six-month tour.Lieutenant Colonel Nick Richardson, spokesman for Task Force Helmand, said: ""The death of this courageous soldier from 2nd Battalion the Mercian Regiment is a heartfelt blow to all of us serving in Task Force Helmand.""Our sorrow is nothing compared to the heartache felt by his family, to whom we extend our deepest sympathies.""This latest death brings the number of those killed in action in Afghanistan to 186 and the total losses including accidents and illness to 217. KABUL – The military says five U.S. troops have died in attacks in southern Afghanistan, where American and NATO forces have ramped up operations against the Taliban.Three troops died in a roadside bombing, one was shot to death by insurgents and another died in an attack while on patrol. The military statement released Friday said all five died Thursday. Roadside bombs now account for the majority of U.S. and NATO casualties in what has been the deadliest year of the war for international forces and have proven especially deadly in the south, which is largely controlled by the Taliban.",2009,09,25,2009-09-25 00:00:00.000,2051
18660,40514,1525,Latest Iraqi/afghan Soldiers/Police/Other Fatalities - Iraq/Afghanistan (Mainstream Media),54,ANSAR 007,"Iraq / Afghanistan News 09-06-2009/ 09-12-2009 (6 Days) NINEWA / Aswat al-Iraq: A policeman was killed by gunmen fire in eastern Mosul city on Sunday but security forces managed to arrest two of the culprits, a security source in Ninewa said.“Gunmen opened fire at a police checkpoint in the area of al-Faisaliya, eastern Mosul, killing a policeman and attempting to escape,” the source told Aswat al-Iraq news agency.“security forces cordoned off the scene and arrested two of the culprits but found no weapons in their possession,” the source added.“Tip-offs by local residents helped us capture the perpetrators,” he said.Mosul, the capital city of the province of Ninewa, lies 405 km north of Baghdad. DIALA / Aswat al-Iraq: Three policemen, including a station director, were wounded when an improvised explosive device (IED) went off in the district of Baaquba on Sunday, a security source in Diala said.“The explosive charge ripped through the main street of al-Katoun area, (2 km) west of Baaquba, wounding three policemen, including Lt. General Saman al-Talabani, the director of al-Mafraq police station, (1 km) west of Baaquba,” the source told Aswat al-Iraq news agency.“Operatives of armed groups, namely Al-Qaeda in Iraq network and the so-called Islamic State of Iraq, are still active in the areas of al-Mafraq and al-Katoun despite the military operations conducted there,” he said.Baaquba, the capital city of Diala province, lies 57 km northeast of Baghdad. JAMRUD, Pakistan (Reuters) - Five Pakistani soldiers were killed in a land mine blast in the Taliban bastion of South Waziristan on Monday a day after forces killed 33 militants as part of a week-old campaign in the Khyber Pass, officials said. Militant violence has increased in the northwest since commander Hakimullah Mehsud was appointed Taliban chief after the murder of al Qaeda ally Baitullah Mehsud in a U.S. drone strike in South Waziristan on August 5.The land mine blast struck a routine military patrol on a road leading to Wana, South Waziristan's main town.""The patrol was sent ahead of a military convey to check the security on the road and a land mine laid by militants went off and killed five soldiers,"" an intelligence official in Wana, who declined to be identified, told Reuters. ANBAR / Aswat al-Iraq: Three police personnel on Tuesday were injured when an explosive device hit their patrol vehicle in al-Rutba district, west of Anbar, according to a security source.“Today, a roadside improvised explosive device (IED) detonated in downtown al-Rutba district near a police patrol vehicle, wounding two patrolmen,” the source told Aswat al-Iraq news agency.“The wounded included a police captain,” the source explained.“The wounded were taken to the hospital for treatment,” it noted, adding that all roads leading to the scene of the blast have been blocked.Al-Rutba district lies 330 km west of Ramadi, the capital city of Anbar province, which lies 110 km west of the Iraqi capital Baghdad. BAGHDAD / Aswat al-Iraq: Two police personnel were injured when an explosive device targeted their patrol vehicle in downtown Baghdad, the third blast to hit the capital today. “A roadside improvised explosive device (IED) detonated in Camp Sara area near al-Karada, downtown Baghdad, while a police patrol car was passing the location,” a police source told Aswat al-Iraq news agency.“Two patrolmen were injured in the blast,” the source noted.Earlier today, an explosive charge hit a vehicle carrying employees from the Health Ministry on Falasteen St., eastern Baghdad, killing one of them and injuring 12 others, including eight civilians.Another device exploded on the road leading to Camp Rasheed near al-Karada neighborhood, wounding four policemen and four civilians. KIRKUK / Aswat al-Iraq: Two policemen on Tuesday were killed and four others were injured in an explosive charge blast near Kirkuk, according to a local police chief.“Today, an improvised explosive device (IED) went off near Taza district (10 km south of Kirkuk) while a police patrol vehicle was passing the location, killing two cops and injuring four others,” Brig. Sarhad Qader told Aswat al-Iraq news agency.“The dead were taken to the morgue, while the wounded were rushed to the hospital for treatment,” the official noted.Kirkuk, an oil-rich and mixed city of Kurds, Turkmen, Christians and Arabs, lies 250 km north of the Iraqi capital Baghdad. NINEWA / Aswat al-Iraq: An army officer was killed and two civilians were wounded Wednesday in a sticky bomb blast in northern Mosul, according to a security source. “A bomb, stuck to an Iraqi army officer’s vehicle, went off on Wednesday afternoon (Sept. 9) in al-Majmouaa al-Thaqafiya region, northern Mosul, killing him instantly and injuring two civilians,” the source told Aswat al-Iraq news agency.Mosul, the capital of Ninewa, lies 405 km north of Baghdad. BAGHDAD / Aswat al-Iraq: A policeman and two civilians were wounded Wednesday by a roadside bomb blast in northeastern Baghdad, a police source said.“A roadside bomb, planted by unknown gunmen in Bob al-Sham region, northeastern Baghdad, went off while a police vehicle patrol was passing, injuring a policeman and two passing civilians,” the source told Aswat al-Iraq news agency.“Security forces sealed off the region and rushed the wounded to a nearby hospital for treatment,” he added. A roadside bomb targeting the police chief of a northern Iraqi town that is home to a large Shiite population killed 5 people on Tuesday, including the chief and four of his bodyguards, a police official said.The 8 a.m attack in the town of Armili targeted a convoy carrying the town's police chief, Maj. Zaid Hussein Khalaf, said Brig. Gen. Sarhat Qader of the police in Kirkuk, a city further north.Armili, about 100 miles (165 kilometers) north of Baghdad, is a town with a population of 26,000, mostly Shiites from Iraq's Turkoman ethnic minority. More than 100 people were killed in 2007 when a suicide truck bomber targeted a town market there.Meanwhile, a Health Ministry official escaped an assassination attempt when a roadside bomb hit his convoy in the eastern part of Baghdad, but one ministry employee died in the blast, Iraqi police and health officials said. Four U.S. Marines died Tuesday when they walked into a well-laid ambush by insurgents in Afghanistan's eastern Kunar province. Seven Afghan troops and an interpreter for the Marine commander also died in the ambush and the subsequent battle, which lasted some seven hours.Three American service members and 14 Afghan security force members were wounded. BABEL / Aswat al-Iraq: Three policemen were wounded on Thursday by gunmen in northwest of Hilla, a police source said.“Unidentified gunmen clashed with a police patrol in Jarf al-Sakhr district, northwest of Hilla, on Thursday (Sept. 10), injuring three policemen,” the source told Aswat al-Iraq news agency.“The gunmen fled after the attack,” he added.Hilla, the capital of Babel, lies 100 km south of Baghdad. KABUL (AFP) – Seven Afghan policemen were killed in a Taliban raid on their post in northern Afghanistan where attacks linked to the Islamist militants are soaring, the local governor said Saturday.The attack happened late Friday in Kunduz province and comes as the country faces its worst violence in an eight-year war.""Last night, Taliban attacked a police post in Durai area of Kunduz province and killed seven policemen, one of them the commander of the post,"" said Juma Khan Babar, district governor of Kunduz Imam Sahib district.""Two of the policemen were left alive,"" he told AFP. Tommorow Inshallah I will post from 09-13-2009 / 09-20-2009",2009,09,25,2009-09-25 00:00:00.000,2692
